id,lang,text,date_time,lat,long
203734896,pt,"Glória Deuux pela oportunidade de jogar com essa gurizada atleticozonasul ❗️A melhor resenha de Porto Alegre, estam… https://t.co/dywtle3oGr",2018-11-07 12:15:53,-29.99609812,-51.19303489
436817551,pt,Nvvxx #16Taai 😜🙈🎧🎤 em Zona Sul - Restinga https://t.co/lR03LQNBEr,2018-11-07 12:15:54,-30.15370387,-51.1419903
191318673,pt,"'quilombo' é tendência em #PortoAlegre

https://t.co/83OHltiCZE https://t.co/URdYang6y3",2018-11-07 12:16:02,-30.0277,-51.2287
11996182,pt,"Por alexandremedeiros777 para a @xplasticbr.
.
Essa daria até capa de disco! 💥
.
#xplastic #xplasticbr #canalbrasil… https://t.co/pz02mte7iF",2018-11-07 12:17:08,-30.0291,-51.2208
1035952358,pt,"Estarei presente no maior evento de conteúdo do Brasil!
Serão 2 dias incríveis de um festival inspirado no SXSW. 
.… https://t.co/YVrhClSgMi",2018-11-07 12:17:41,-30.03797024,-51.1911293
90002343,pt,"Perdição de nossas vidas hahaha 🐋🐋 (@ Vanderley in Porto Alegre, Rio Grande Do Sul) https://t.co/hDs1khtFcz",2018-11-07 12:17:47,-30.011444,-51.181932
229920799,pt,"Asas, flores e cores.    #borboleta #flor #margarida #primavera #butterfly #color #spring #flowers #nature… https://t.co/oFKhkbRd9S",2018-11-07 12:20:47,-30.05107882,-51.17941706
37563287563268235,pt,Direto das seguranças dos shows para academia! Casca grossa! Tmj marocco!  #bjjlifestyle… https://t.co/YlQTEkgHc9",2018-11-07 14:44:28,-29.70221893,-51.14251614
191318673,pt,"#escolasemcensura é tendência em #PortoAlegre

https://t.co/jOtw8vyh5T https://t.co/ieVoJAdoQe",2018-11-07 14:45:29,-30.0277,-51.2287
33812305,en,"I'm at @FEMAMA_ in Porto Alegre, RS/Brasil https://t.co/Nu43VbEeok",2018-11-07 14:46:01,-30.02353878,-51.20807789
344074566,pt,"I'm at Cartório da 97ª Zona Eleitoral do Estado do Rio Grande do Sul in Esteio, RS https://t.co/5vk6isxGAE",2018-11-07 14:47:18,-29.85297502,-51.1755606
343215947,pt,"Aguardando para fazer um procedimento nos dentes... (@ Amor E Saúde in Porto Alegre, RS) https://t.co/l7230zU1yl",2018-11-07 14:48:23,-30.101586,-51.229506
454531236,pt,"I'm at Instituto Da Face in Gravataí, RS https://t.co/IqzMSg1B9M",2018-11-07 14:48:52,-29.9183302,-51.06096381
413547529,pt,"I'm at Vila Cruzeiro in Porto Alegre, RS https://t.co/hNfAfH8GMW",2018-11-07 14:50:00,-30.07395917,-51.22004271
34087028,pt,"Eu bem distraído com o jornal da UFCSPA há dois dias e não parei para olhar a última página haha 😂😍

Honrado de est… https://t.co/h2uaHkMUKY",2018-11-07 14:53:56,-30.03134716,-51.22043353
925847621356400641,en,I'm at Top Mix https://t.co/5u4c4tNFmh,2018-11-07 14:54:36,-29.93952,-50.997783
617573761,en,"I'm at Hospital Santa Clara in Porto Alegre, RS https://t.co/ghWrWhhIyB",2018-11-07 14:54:44,-30.03115096,-51.22243156
1015004197153107969,pt,"Hoje pedi para Deus abençoar cada escolha, cada caminho traçado, e sei que tudo que for verdadeiro virá.🙏🏽 em Ponta… https://t.co/eNe3okrB9R",2018-11-07 14:56:42,-30.07004,-51.23894
1007638959420256256,en,"I'm at Jefe Grill in porto alegre, rs https://t.co/shKFZlKqmE",2018-11-07 14:58:19,-30.026398,-51.16185
159599666,en,🍯 em Total Shopping Total https://t.co/Q5VJUJ3zz6,2018-11-07 14:59:35,-30.0231656,-51.2191127
2824044651,pt,"Tamo aí dominando a grande Porto Alegre (@ Foro da Comarca de Canoas in Canoas, RS) https://t.co/Jmg8KysJrm",2018-11-07 14:59:56,-29.92167856,-51.18512291
91908155,pt,"Aberta a votação! 😂😂😂😂😂😂
Qual??? 🤔 em Em Algum Lugar Por Ai https://t.co/BA2IUD59A3",2018-11-07 15:02:30,-30.0271594,-51.1041705
824680732970938370,pt,"Mais um gabarito (@ Escola Técnica Frederico Guilherme Schmidt in São Leopoldo, RS w/ @zanin1903) https://t.co/opA3HtKlEE",2018-11-07 15:03:03,-29.7705142,-51.14698033
3846035619,pt,"shine ⚡️
_____
com foco nas festas de fim de ano, a santalollaportoalegre trouxe peças com muito brilho. ✨
_
use e… https://t.co/AFoDntsiAS",2018-11-07 15:04:01,-30.0161,-51.16456
1020426860885397504,sv,sadboyss1998 saaiidoficial @sadstationbr #instalike #instalikes #lasoarts #setemkalebeuvou em LÄSÖ https://t.co/4IJXxBA96J,2018-11-07 15:04:17,-30.03412353,-51.20805626
1035009004584484864,in,"I'm at Lojas Lebes - Filial 20 in Guaiba, RS https://t.co/7vyUBae0Wi",2018-11-07 15:04:53,-30.10805982,-51.31890007
14055453,pt,Né? em Pueblo595 https://t.co/oTLjwTbFTw,2018-11-07 15:08:29,-30.02638086,-51.2157324
343215947,pt,"Colocar um dente... (@ Amor E Saúde in Porto Alegre, RS) https://t.co/vzVYFVH5vi https://t.co/OC5kn3TBzu",2018-11-07 15:09:39,-30.101586,-51.229506
3087412870,pt,"tamo em outro planeta, se o céu é o limite em Porto Alegre, Rio Grande do Sul https://t.co/zD6jkZs2i2",2018-11-07 15:09:52,-30.0291,-51.2208
215374771,pt,Vacina no nenê da tia 💔 (@ Unidade Básica de Saúde São Carlos in Porto Alegre) https://t.co/csGTVaQlYa,2018-11-07 15:14:09,-30.06439822,-51.1497005
1359479197,pt,I'm at Padaria Vitória in Cachoeirinha https://t.co/F0qqP77YWL,2018-11-07 15:14:48,-29.95606718,-51.10728287
24118240,pt,"#primavera #rs #portoalegre em Porto Alegre, Rio Grande do Sul https://t.co/0XFLA9V0J0",2018-11-07 15:16:28,-30.0291,-51.2208
375988457,pt,"I'm at Mercado Indio in Guaiba, RS https://t.co/s2B3XxDhLq",2018-11-07 15:21:15,-30.14069666,-51.32574247
210318238,pt,I'm at Odontopós - Instituto Odontológico de Pós Graduação in Porto Alegre https://t.co/1Xsm9kUIqE,2018-11-07 15:21:36,-30.05915672,-51.22292695
320431910,en,"I'm at Ortodontic Center in Porto Alegre, RS https://t.co/UdFOWtC8of",2018-11-07 15:23:13,-30.02818353,-51.22963572
496310143,pt,"I'm at Centro Histórico in Porto Alegre, RS https://t.co/vPJE2pSf3E",2018-11-07 15:23:51,-30.028109,-51.22878
496310143,en,"I'm at @SmartFitOficial in Porto Alegre, RS https://t.co/bFJWD2NRRa",2018-11-07 15:23:57,-30.03026924,-51.23336208
496310143,en,"I'm at @SebraeRS in Porto Alegre, RS https://t.co/OkvEhaSkIM",2018-11-07 15:24:03,-30.03086814,-51.23485583
496310143,ca,"I'm at Yázigi - @yazigi_house in Porto Alegre, RS https://t.co/536iVhGAIA",2018-11-07 15:24:10,-30.03101894,-51.23313885
496310143,pt,"I'm at Defensoria Pública do Estado do Rio Grande do Sul in Porto Alegre, RS https://t.co/xGph2qxQuc",2018-11-07 15:24:18,-30.03026379,-51.23375239
496310143,en,"I'm at @PROCONRS in Porto Alegre, RS https://t.co/YIlG52s2QM",2018-11-07 15:24:22,-30.03031366,-51.23326923
62149651,pt,"Amiga, Bom Fim, comida vegetariana, pudim de iogurte, chá gelado dos deuses e #fotodoprato ❤️ #vegetarianfood… https://t.co/lOkwcaeuMm",2018-11-07 15:25:03,-30.03454,-51.21276
1021946833663406080,en,I'm at Alice's House 💋 https://t.co/ivrhfiLxlx,2018-11-07 15:27:53,-30.15291003,-51.14285811
87188071,en,#Carpool #PortoAlegre -&gt; #Montevideo rideshare https://t.co/fqfExILB30,2018-11-07 15:30:03,-30.0346471,-51.2176584
157514428,pt,"Novidades em enfeites... 
Mande um WhatsApp (51) e consulte os preços. em Novo Hamburg, Rio Grande Do Sul, Brazil https://t.co/yOe0gthCZT",2018-11-07 15:35:42,-29.6833,-51.1333
362269315,pt,"Acabou de publicar uma foto em Porto Alegre, Rio Grande do Sul https://t.co/2fcmYuRzrP",2018-11-07 15:40:56,-30.0291,-51.2208
622999455,ca,I'm at Família Lanches w/ @amandadfischer https://t.co/COyPtMGwN6,2018-11-07 15:41:03,-30.09444905,-51.07998857
237260450,en,"I'm at Shopping Total in Porto Alegre, RS https://t.co/fYNupnhygF",2018-11-07 15:45:36,-30.02618773,-51.21165438
73271013,und,"😃 @Joicemar 
#Valew #125 #motos #powerrangers  #MaisUmCorte #Desenho #simples #DesignHair #Barbearia #Fade #Barba… https://t.co/tCUmr42MHq",2018-11-07 15:46:27,-29.99324,-51.09488
42927921,pt,Pitch das startups do Startup Garagem 2018 começando aqui no ATL House PUCRS @ PUCRS https://t.co/ocHmzlQ3vx,2018-11-07 15:47:39,-30.0589914,-51.17313623
65289157,pt,Presente para ler nos próximos dias (com direito a autógrafo de clebergrabauska) em Jornal Zero Hora https://t.co/lqeazDiAYU,2018-11-07 15:47:47,-30.04845,-51.21767
156508685,pt,"Tem pessoas que são presente de DEUS!
✔️  Não tenho palavras para descrever a gratidão de conhecer você.
Além de to… https://t.co/lsOkvbGIvw",2018-11-07 15:47:53,-30.02194,-51.19976
251942317,en,"I'm at Praia de Belas in Porto Alegre, RS https://t.co/db3KTavf3i",2018-11-07 15:50:23,-30.0546455,-51.23128653
166329687,pt,https://t.co/voTIUwBTcA em Biantec https://t.co/M9n0JDZ55n,2018-11-07 15:52:35,-29.73525,-51.14803
2242859480,en,"I'm at Biblioteca Central Guilherme Mylius - @ipa_metodista in Porto Alegre, RS https://t.co/eGvJW0s4J7",2018-11-07 16:00:20,-30.03450766,-51.19835063
1035009004584484864,es,😁 (@ Sorrifacil) https://t.co/AWsyUspfG6,2018-11-07 16:00:50,-30.107553,-51.31556
1028783495328550912,pt,"I'm at Foro Central Prédio II in Porto Alegre, RS https://t.co/C1G2hELyA2",2018-11-07 16:03:42,-30.04674523,-51.23108586
2619008207,pt,"I'm at Acrílicos Sinos in São Leopoldo, Rio Grande do Sul https://t.co/A5ssuOU3N3",2018-11-07 16:04:08,-29.74021666,-51.14860611
554709154,pt,"I'm at SOS Consultas Médicas in Porto Alegre, RS https://t.co/SULc0iXuNE",2018-11-07 16:05:05,-30.05065258,-51.21180338
2257025766,pt,"💤❤ (@ House Of Pelegrini in Viamão, Rio Grande do Sul) https://t.co/kBmAa7poEr",2018-11-07 16:05:27,-30.08211616,-51.08016959
33631423,pt,"Pausa para recarregar.

#motoristadeaplicativo #uberblack #uberx #uberselect #uberdriver #uberpartner #portoalegre… https://t.co/vFVVDxb84o",2018-11-07 16:05:29,-30.0291,-51.2208
22775835,pt,Mas que TIME!!! barthgirl @__rafamartins__ @camilavargasdj instapora fredichernobyl jorjaomaster e seativaoficial… https://t.co/pOXr47c75i,2018-11-07 16:08:06,-30.03151271,-51.24030023
35042588,pt,HOJE no Venê em Venezianos Pub Café. https://t.co/AygOn3FvGa,2018-11-07 16:08:21,-30.0424,-51.2225
2914038411,en,"I'm at Shopping do Vale - @shoppingvalers in Cachoeirinha, RS https://t.co/BD32tTWKxD",2018-11-07 16:08:58,-29.93589521,-51.07934475
257301047,pt,"I'm at Balneário Alvorada in Guaíba, RS https://t.co/g2kCQ3nUqU",2018-11-07 16:09:26,-30.1282276,-51.31648906
4049983372,en,"I'm at Cavalhada Shopping in Porto Alegre, RS https://t.co/LqbisCvjGk",2018-11-07 16:12:33,-30.09754875,-51.23079107
2596892411,es,"Acaba de publicar una foto en Porto Alegre, Rio Grande do Sul https://t.co/w0ZpKjNBMh",2018-11-07 16:12:45,-30.0291,-51.2208
71941493,pt,"#VAMOSNOPAGODÃO?

Sexta feira agora tem de novo...
Pagodão do Pura em Quintal Tia Acácia https://t.co/zfNXFrvmqF",2018-11-07 16:13:41,-30.0258617,-51.2013206
144805663,pt,Faz tempo que não posto fotos no elevador mesmo... em Condominio Icon https://t.co/rDAUUjzue2,2018-11-07 16:14:30,-30.0063907,-51.1399673
144805663,pt,Faz tempo que não posto fotos no elevador mesmo... em Condominio Icon https://t.co/UFxVmnk8PE,2018-11-07 16:15:21,-30.0063907,-51.1399673
790614199336591360,pt,"I'm at Datacontrol in Cachoeirinha, RS https://t.co/73ZtiI6Yuq",2018-11-07 16:16:17,-29.93601683,-51.079322
315457945,en,I'm at vila patinho https://t.co/KS5bxX3kaM,2018-11-07 16:20:02,-30.06051786,-51.17957457
40138957,pt,a ideia era mostrar o cabelo cada vez mais loiro e saudável que a franprigol e a keuneportoalegreoficial me deram d… https://t.co/7ojUD8SemZ,2018-11-07 16:21:49,-30.03522,-51.18811
55712551,tl,"I'm at @BourbonShopping Ipiranga in Porto Alegre, RS https://t.co/dYPLrgYvQv",2018-11-07 16:22:22,-30.05544654,-51.18720485
380462659,en,"I'm at Fly High Centro de Idiomas in Porto Alegre, RS https://t.co/k3ngpVqM4c",2018-11-07 16:26:26,-30.03043765,-51.22986304
75722124,pt,"I'm at Centro Integrado de Passagem Escolar e Isenção - @cartaotri in Porto Alegre, RS https://t.co/q9uw8zfrjb",2018-11-07 16:29:13,-30.02734582,-51.22915341
374795202,en,"I'm at Coca-Cola Brasil RS in Porto Alegre, RS https://t.co/b872cyHvPM",2018-11-07 16:30:04,-29.97210147,-51.11921654
382034723,ca,I'm at Edifício Fontenelle https://t.co/OFL6IGVsIc,2018-11-07 16:38:38,-30.04636192,-51.21365738
577624317,pt,CHAMA AÍ E GARANTA SEU INGRESSO!! 🎶👏🏻😎 em NH Club https://t.co/pz1lafl5Zn,2018-11-07 16:41:00,-29.7124346,-51.13639
1390571120,pt,"BEBIDAS PREMIUM RS. 
🔝🔝🔝
Melhor viver de Chica do que morrer de tédio🏅💪💪💪
Kit cachaça @CachacaDaChica
PIMENTA , JAM… https://t.co/jaRqB76Sd7",2018-11-07 16:41:30,-30.0291,-51.2208
131965271,pt,"I'm at Centro Integrado de Passagem Escolar e Isenção - @cartaotri in Porto Alegre, RS https://t.co/mHVP7BsA71",2018-11-07 16:42:44,-30.02734582,-51.22915341
834130068251213827,pt,"I'm at Rio Branco in São Leopoldo, RS https://t.co/5UplgC4sYm",2018-11-07 16:48:58,-29.76954655,-51.13080593
4013584317,und,😏🎯 https://t.co/PPjaG8SfEZ,2018-11-07 16:49:59,-30.1327293,-51.3678275
591208937,pt,The one! em São Leopoldo https://t.co/SscRsAlrly,2018-11-07 16:53:26,-29.76,-51.1469
2914038411,pt,"I'm at Parque da Matriz in Cachoeirinha, RS https://t.co/rgzPjtnG92",2018-11-07 16:54:36,-29.95000238,-51.08027922
317778738,pt,"Dia do Radialista! Parabéns pelo o dia do Radialista,leva a informação à todos os seus ouvinte todos os dias,deixan… https://t.co/Gn0oMUDDSn",2018-11-07 16:56:17,-29.6844,-51.1302
3391184279,pt,"Play 3 &amp; Play 4 devidamente protegidos!

#MegaMan
#Zero em Medianeira https://t.co/hAhfaWip93",2018-11-07 17:00:54,-29.99186,-51.31327
890155630371254272,pt,Observando Copa RS Grêmio Sub 23 x São José Profissional em Ct Hélio Dourado - Grêmio FBPA https://t.co/ynpJYItj0m,2018-11-07 17:01:55,-30.02017016,-51.30872369
74167315,pt,"Só existe dois dias do ano em que não se pode fazer nada! O ontem e o amanhã!
_____________________________________… https://t.co/S2MAM2FVkQ",2018-11-07 17:02:33,-30.0291,-51.2208
906290620079243264,pt,"#etiquetas personalizadas dão bossa para o seu #produto 
@ticeruck para estilopaete
 #designdeproduto… https://t.co/PlGtbpBqKl",2018-11-07 17:03:25,-30.03513551,-51.23273934
2777697150,pt,"I'm at E.M.E.F. Castro Alves in São Leopoldo, Rio Grande do Sul https://t.co/jHKKoC8brq",2018-11-07 17:03:33,-29.7766472,-51.16418804
206341130,pt,"I'm at Higienópolis in Porto Alegre, RS https://t.co/C9IADzqsGu",2018-11-07 17:03:38,-30.01718051,-51.1824039
2531015383,fr,"I'm at Léo Pastel in Porto Alegre, RS https://t.co/93LxiXfX7q",2018-11-07 17:05:14,-30.03110163,-51.2241276
136378733,en,Flores 🌿 em Studio Mix https://t.co/uw3mRLfr6R,2018-11-07 17:09:28,-30.02678267,-51.22958194
330710314,pt,"Hoje tem bagunça na USINA DO CORPO unidade da Bento!!!
#partiu #gym #musculação #saude #djfabiolima #djfabiolimapoa… https://t.co/LoFBEW58yJ",2018-11-07 17:11:45,-30.064932,-51.1650206
75722124,en,I'm at Petz https://t.co/aoJvQJjwTw,2018-11-07 17:12:45,-30.04057156,-51.16964508
2691519384,pt,"I'm at Justiça do Trabalho - Foro Trabalhista de Porto Alegre - @trt_rs in Porto Alegre, RS https://t.co/9T6orsrEKA",2018-11-07 17:12:54,-30.05091697,-51.22793913
3572478915,en,"I'm at Shopping @IguatemiPoa in Porto Alegre, RS, RS https://t.co/nL5yiEF7fl",2018-11-07 17:17:07,-30.02561634,-51.16236631
2285749254,ca,I'm at Clínica De Neurologia Moinhos De Vento https://t.co/IxeESTu5Bg,2018-11-07 17:17:09,-30.02330063,-51.19759452
311705961,pt,"Chapa 1.
Para continuar avançando.
OAB Mais. em Foro Central Prédio II https://t.co/Br91l8gesD",2018-11-07 17:17:37,-30.04676849,-51.23072683
237075710,pt,Ser referência na produção da saúde e bem estar do ser humano. em Centro Físico Corpus https://t.co/WL2brCq7Eu,2018-11-07 17:17:53,-29.93435632,-51.029657
53919139,pt,Acabou de publicar uma foto em Parque Moinhos De Vento https://t.co/YUrdZPaaS4,2018-11-07 17:19:58,-30.0269015,-51.2017868
746446767793803264,pt,"Vamo Vamo Inter 🔴⚪🔴⚪
#VamoInter en Gravataí https://t.co/RWOCVal553",2018-11-07 17:21:22,-29.95,-50.9833
293785611,pt,"I'm at Linha B55 - Protásio / Humaitá in Porto Alegre, RS https://t.co/uESHDq1MXu",2018-11-07 17:23:12,-30.02693027,-51.19731866
191318673,pt,"'desempregados' é tendência em #PortoAlegre

https://t.co/cGD4T5I458 https://t.co/f2nbg5rYoz",2018-11-07 17:24:03,-30.0277,-51.2287
250923563,pt,Acabou de publicar uma foto em Biblioteca da Faculdade de Direito - UFRGS https://t.co/FZ8D9xK7qK,2018-11-07 17:26:16,-30.03325679,-51.222049
383059567,en,"I'm at Pink Velvet Bakery in Porto Alegre, RS https://t.co/MWMg5Tk2sx",2018-11-07 17:26:41,-30.03931129,-51.21296779
1075490755,pt,as aulas de italiano na ufrgs e a vista do corredor do prédio de arquitetura ♥️ #vsco #vscocam #vscofilter… https://t.co/yf9aUKoEB0,2018-11-07 17:28:50,-30.03283531,-51.22051894
